id	chr	SuccessfullyMapped	MappedSeqInfo.GenBankID	MappedSeqInfo.RefSeqID	MappedSeqInfo.SequenceType	ChrStart	ChrEnd	MappedVersionNumbers	MappedVersionAccessions	Accession1Method	Accession2Method	AssemblyName	GenBankAssemblyAcc	RefSeqAssemblyAcc	AssemblyStatus
ZG-3939	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	2034835	2309785	7,13	CU467633,CR749743	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3939	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	1744780	2020078	7,13	CU467633,CR749743	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3940	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	2405620	2584891	11,7	CU694453,CT573050	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3940	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	2115913	2386012	11,7	CU694453,CT573050	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3941	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	3073292	3433451	10,12	BX088564,CU928083	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3941	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	2874413	3317649	10,12	BX088564,CU928083	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3942	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	3433452	3926350	11,9	CU928073,BX005334	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3942	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	3317650	3807737	11,9	CU928073,BX005334	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3943	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	4563688	4888533	4,13	FP236161,BX546489	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3943	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	4445312	4770352	4,13	FP236161,BX546489	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3944	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	5744905	6339502	4,6	CU571169,FP236799	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3944	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	5626724	5736965	4,6	CU571169,FP236799	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3945	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	7752740	7879858	5,7	FP017251,BX323869	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3945	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	6887192	7068639	5,7	FP017251,BX323869	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3946	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	8104428	8714144	16,9	CU695020,CT025936	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3946	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	7374502	7543353	16,9	CU695020,CT025936	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3947	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	8368993	9111727	7,17	CT025691,CT573393	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3947	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	7723012	8183377	7,17	CT025691,CT573393	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3948	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	9111728	9355503	8,4	FP236856,BX255922	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3948	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	8183378	8427995	8,4	FP236856,BX255922	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3949	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	9355504	9541566	9,7	CT573126,CU861462	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3949	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	8427996	8614314	9,7	CT573126,CU861462	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3950	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	9447994	9575122	7,6	CU861462,CT573066	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3950	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	8518742	8638274	7,6	CU861462,CT573066	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3951	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	10021793	10246161	5,5	CU638866,AL954190	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3951	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	9084945	9309534	5,5	CU638866,AL954190	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3952	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	14029481	14137220	4,10	CU571065,CU469420	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3952	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	13092854	13200848	4,10	CU571065,CU469420	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3953	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	14137221	14488363	6,10	CR786571,BX571705	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3953	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	13200849	13552510	6,10	CR786571,BX571705	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3954	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	16061214	16486961	7,21	BX649423,BX322608	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3954	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	15125361	15544121	7,21	BX649423,BX322608	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3955	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	19008656	19288857	6,4	BX649263,BX901967	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3955	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	18065816	18212251	6,4	BX649263,BX901967	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3956	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	20054332	20432431	5,5	BX890616,CU693442	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3956	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	18977726	19089096	5,5	BX890616,CU693442	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3957	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	24065114	24408504	5,8	AL935165,BX511190	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3957	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	22721779	23066442	5,8	AL935165,BX511190	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3958	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	24435551	25027789	9,14	AL954688,AL954657	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3958	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	23113362	23954381	9,14	AL954688,AL954657	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3959	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	26859770	27029023	6,12	CT737161,BX284669	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3959	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	26153150	26326622	6,12	CT737161,BX284669	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3960	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	28394710	28933795	10,26	CU694442,BX088538	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3960	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	27694433	28195989	10,26	CU694442,BX088538	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3961	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	29086493	29427510	9,29	CR388132,CR382372	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3961	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	28348687	28673290	9,29	CR388132,CR382372	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3962	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	29724435	29938876	6,8	BX530097,BX323023	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3962	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	28971203	29198408	6,8	BX530097,BX323023	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3966	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	30106305	30579319	16,9	BX323560,CU041364	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3966	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	29370354	38379084	16,9	BX323560,CU041364	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3967	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	30395272	64154420	7,12	CU896656,CR383668	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3967	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	35441998	38762624	7,12	CU896656,CR383668	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3973	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	8738173	8824917	1,4	CABZ01088080,CU693439	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3973	4	MAPPED	FR651910.1	NW_003051536.2	UNLOC_SCAFFOLD	1	86846	1,4	CABZ01088080,CU693439	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3980	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	71073167	71197256	1,1	CABZ01077407,CABZ01077395	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3980	4	MAPPED	FR651960.1	NW_003049951.2	UNLOC_SCAFFOLD	1	124569	1,1	CABZ01077407,CABZ01077395	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3982	4	MAPPED	FR651930.1	NW_003336267.1	UNLOC_SCAFFOLD	1	45094	1,1	CABZ01065318,CABZ01065314	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3991	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	71197357	71697313	1,1	CABZ01021454,CABZ01021425	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3991	4	MAPPED	FR651863.1	NW_003336257.1	UNLOC_SCAFFOLD	1	500345	1,1	CABZ01021454,CABZ01021425	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4012	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	64155481	64381080	9,10	BX537144,BX004873	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4012	4	MAPPED	FR651915.1	NW_001877860.3	UNLOC_SCAFFOLD	1	225600	9,10	BX537144,BX004873	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4026	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	63955107	64155380	8,8	CR361561,CR361561	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4026	4	MAPPED	FR651929.1	NW_001878625.3	UNLOC_SCAFFOLD	1	200274	8,8	CR361561,CR361561	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4027	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	63652059	63955006	25,10	BX000442,BX293993	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4027	4	MAPPED	FR651859.1	NW_001884406.3	UNLOC_SCAFFOLD	1	302948	25,10	BX000442,BX293993	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4044	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	51617330	52043589	27,1	BX511078,CABZ01031672	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4044	4	MAPPED	FR651868.1	NW_001877580.3	UNLOC_SCAFFOLD	1	425063	27,1	BX511078,CABZ01031672	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4045	4	MAPPED	FR651912.1	NW_001878524.3	UNLOC_SCAFFOLD	1	225481	13,1	CR450780,CABZ01001444	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4046	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	59467840	59660418	7,7	AL929029,AL929029	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4046	4	MAPPED	FR651919.1	NW_001878847.3	UNLOC_SCAFFOLD	1	192579	7,7	AL929029,AL929029	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4052	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	65925100	66159711	9,9	CT737127,CT737127	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4052	4	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4054	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	34078839	34296553	1,14	CABZ01001445,BX324179	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4054	4	MAPPED	FR651886.1	NW_001884448.3	UNLOC_SCAFFOLD	1	217805	1,14	CABZ01001445,BX324179	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4059	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	38852122	39076951	12,34	CR352303,BX548067	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4059	4	MAPPED	FR651860.1	NW_001878375.1	UNLOC_SCAFFOLD	1	224830	12,34	CR352303,BX548067	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4060	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	64381181	65924999	1,1	CABZ01045760,CABZ01001115	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4060	4	MAPPED	FR651928.1	NW_001884453.3	UNLOC_SCAFFOLD	1	1544009	1,1	CABZ01045760,CABZ01001115	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4069	4	MAPPED	FR651952.1	NW_001879158.3	UNLOC_SCAFFOLD	1	332968	12,1	CR847906,CABZ01000452	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4081	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	26328414	26575207	14,14	CU137645,CU137645	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4081	4	MAPPED	FR651875.1	NW_003051010.2	UNLOC_SCAFFOLD	1	292984	14,14	CU137645,CU137645	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4086	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	49483248	49891001	18,17	CR388390,CR749742	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4086	4	MAPPED	FR651878.1	NW_001884523.3	UNLOC_SCAFFOLD	1	407754	18,17	CR388390,CR749742	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4089	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	7120765	7409044	11,1	CR354372,CABZ01006178	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4089	4	MAPPED	FR651916.1	NW_001879295.3	UNLOC_SCAFFOLD	1	504410	11,1	CR354372,CABZ01006178	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4115	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	30395272	30744990	12,15	CR383668,CU302413	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4116	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	30744991	55927331	7,30	CU207245,CR388206	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4117	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	33794218	56817268	14,21	CR388172,AL807749	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4117	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	30703969	31012463	14,21	CR388172,AL807749	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4119	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	32192352	32509208	26,10	BX005268,CR450785	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4119	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	32297473	45907259	26,10	BX005268,CR450785	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4120	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	30924621	55660076	8,12	AL953856,BX908729	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4120	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	32478292	47174990	8,12	AL953856,BX908729	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4121	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	38683114	55329000	18,8	BX511018,CR361547	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4121	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	32810378	33073229	18,8	BX511018,CR361547	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-4439	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	68463489	68670981	12,23	BX088583,BX664743	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-4439	4	MAPPED	CU651625.3	NC_007133.5	CHROMOSOME	29175809	29568347	12,23	BX088583,BX664743	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5194	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	69178247	69687889	13,13	BX927130,CR376730	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5194	4	MAPPED	CU651604.3	NC_007112.5	CHROMOSOME	37398581	37952859	13,13	BX927130,CR376730	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5232	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	37149568	37383443	8,8	BX539341,BX539341	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5232	4	MAPPED	CU651625.3	NC_007133.5	CHROMOSOME	30864129	31098004	8,8	BX539341,BX539341	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5296	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	70490254	70713414	17,6	CU861460,CU651668	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5296	4	MAPPED	CU651608.3	NC_007116.5	CHROMOSOME	62700396	62762484	17,6	CU861460,CU651668	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5300	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	76581479	76613958	9,9	CU695140,CU695140	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5300	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	62050352	62082831	9,9	CU695140,CU695140	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5301	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	76165180	76518335	22,28	AL935186,BX005376	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5302	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	75952203	76331655	8,22	FP236807,AL935186	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5303	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	75511854	76047970	17,8	CU467646,FP236807	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5304	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	75200936	75511853	10,13	FP015791,BX005417	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5304	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	60819811	61036040	10,13	FP015791,BX005417	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5305	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	74892369	75125942	5,6	CU104731,CR762404	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5305	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	60388328	60744817	5,6	CU104731,CR762404	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5306	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	74198537	74512372	12,9	CT737182,CR388085	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5307	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	73513393	74198536	11,40	CU694375,CU457816	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5317	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	72031546	73513392	13,6	BX855614,FP067450	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5317	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	58753202	60255039	13,6	BX855614,FP067450	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5318	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	70754007	71840983	12,15	CR788316,FP016229	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5318	4	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5319	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	55078789	70893207	9,12	BX890548,CR788316	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5319	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	58002357	58335251	9,12	BX890548,CR788316	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5332	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	36890667	68291823	23,14	BX901958,CR556708	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5332	4	MAPPED	CU651625.3	NC_007133.5	CHROMOSOME	29749626	30768392	23,14	BX901958,CR556708	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5423	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	76518336	76526776	14,14	FP074854,FP074854	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5423	4	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5588	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	24245862	24408504	7,8	FQ378022,BX511190	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5588	4	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5665	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	53780455	53955663	24,24	CT583728,CT583728	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5665	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	43862565	44003268	24,24	CT583728,CT583728	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5666	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	42292676	42448919	6,10	CT027600,CT027759	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5666	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	39147332	39283836	6,10	CT027600,CT027759	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6158	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	4167725	4311112	11,11	CR293509,CR293509	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6158	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	4051112	4192736	11,11	CR293509,CR293509	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6160	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	6797508	6940144	30,30	CR388190,CR388190	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6160	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	6216104	6337600	30,30	CR388190,CR388190	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6162	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	7858718	7904290	14,14	CU467041,CU467041	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6162	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	7068640	7093023	14,14	CU467041,CU467041	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6163	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	7979432	8186593	27,27	CR407595,CR407595	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6163	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	7170213	7374501	27,27	CR407595,CR407595	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6167	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	24406505	24455599	11,11	CT573118,CT573118	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6167	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	23066443	23113361	11,11	CT573118,CT573118	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6168	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	24838351	25027789	14,14	AL954657,AL954657	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6168	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	23754030	23954381	14,14	AL954657,AL954657	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6169	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	26029957	26133545	12,12	CR749747,CR749747	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6169	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	25108288	25211906	12,12	CR749747,CR749747	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6170	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	26882563	27029023	12,12	BX284669,BX284669	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6170	4	MAPPED	CU651607.3	NC_007115.5	CHROMOSOME	26173434	26326622	12,12	BX284669,BX284669	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6171	4	MAPPED	CM002888.1	NC_007115.6	CHROMOSOME	27250684	27401390	13,13	BX901914,BX901914	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
